Source,Target,Regulation
hsa-mir-375,HEY1,miRNA-Genes
hsa-mir-375,CKAP2,miRNA-Genes
hsa-mir-375,SESN1,miRNA-Genes
hsa-mir-375,JPT1,miRNA-Genes
hsa-mir-375,GDAP1,miRNA-Genes
hsa-mir-375,NCAPG2,miRNA-Genes
hsa-mir-375,BDH2,miRNA-Genes
hsa-mir-375,CHPT1,miRNA-Genes
hsa-mir-375,KIAA1191,miRNA-Genes
hsa-mir-375,PBXIP1,miRNA-Genes
hsa-mir-375,CIP2A,miRNA-Genes
hsa-mir-375,DEPTOR,miRNA-Genes
hsa-mir-375,LPCAT1,miRNA-Genes
hsa-mir-375,DGLUCY,miRNA-Genes
hsa-mir-375,GKAP1,miRNA-Genes
hsa-mir-375,LIMD2,miRNA-Genes
hsa-mir-375,NETO2,miRNA-Genes
hsa-mir-375,TMEM25,miRNA-Genes
hsa-mir-375,ATOH8,miRNA-Genes
hsa-mir-375,CEP19,miRNA-Genes
hsa-mir-375,PAQR8,miRNA-Genes
hsa-mir-375,CYP2U1,miRNA-Genes
hsa-mir-375,GSC,miRNA-Genes
hsa-mir-375,CMTM4,miRNA-Genes
hsa-mir-375,SGO2,miRNA-Genes
hsa-mir-375,ZNF540,miRNA-Genes
hsa-mir-375,TMEM145,miRNA-Genes
hsa-mir-375,LYPD5,miRNA-Genes
hsa-mir-375,FAM89A,miRNA-Genes
hsa-mir-375,ZNF470,miRNA-Genes
hsa-mir-133b,FOXL2,miRNA-Genes
hsa-mir-133b,SERPINH1,miRNA-Genes
hsa-mir-133b,FGFR1,miRNA-Genes
hsa-mir-133b,GLI1,miRNA-Genes
hsa-mir-133b,ITPKB,miRNA-Genes
hsa-mir-133b,KCNH2,miRNA-Genes
hsa-mir-133b,MC2R,miRNA-Genes
hsa-mir-133b,MET,miRNA-Genes
hsa-mir-133b,MMP9,miRNA-Genes
hsa-mir-133b,MMP14,miRNA-Genes
hsa-mir-133b,PDE1A,miRNA-Genes
hsa-mir-133b,PITX3,miRNA-Genes
hsa-mir-133b,FSCN1,miRNA-Genes
hsa-mir-133b,PRDM16,miRNA-Genes
hsa-mir-133b,MYPN,miRNA-Genes
hsa-mir-133b,ZFP28,miRNA-Genes
hsa-mir-133b,CMTM4,miRNA-Genes
hsa-mir-421,RHOB,miRNA-Genes
hsa-mir-421,TSC22D3,miRNA-Genes
hsa-mir-421,HOXA9,miRNA-Genes
hsa-mir-421,ID4,miRNA-Genes
hsa-mir-421,IGF1,miRNA-Genes
hsa-mir-421,KCNN3,miRNA-Genes
hsa-mir-421,NPTX1,miRNA-Genes
hsa-mir-421,RGR,miRNA-Genes
hsa-mir-421,RGS2,miRNA-Genes
hsa-mir-421,SCD,miRNA-Genes
hsa-mir-421,SLC6A13,miRNA-Genes
hsa-mir-421,SYT4,miRNA-Genes
hsa-mir-421,SLC28A1,miRNA-Genes
hsa-mir-421,DDX39A,miRNA-Genes
hsa-mir-421,PPARGC1A,miRNA-Genes
hsa-mir-421,CBX7,miRNA-Genes
hsa-mir-421,RAB26,miRNA-Genes
hsa-mir-421,RACGAP1,miRNA-Genes
hsa-mir-421,TREM1,miRNA-Genes
hsa-mir-421,ZNF280C,miRNA-Genes
hsa-mir-421,NDC1,miRNA-Genes
hsa-mir-421,NCAPG,miRNA-Genes
hsa-mir-421,CD276,miRNA-Genes
hsa-mir-421,PRR7,miRNA-Genes
hsa-mir-421,RIMS4,miRNA-Genes
hsa-mir-421,PRICKLE2,miRNA-Genes
hsa-mir-421,NEGR1,miRNA-Genes
hsa-mir-421,RGMB,miRNA-Genes
hsa-mir-421,FAM89A,miRNA-Genes
hsa-mir-421,GJB7,miRNA-Genes
hsa-mir-421,C5orf46,miRNA-Genes
hsa-mir-892a,CYLC2,miRNA-Genes
hsa-mir-892a,IL6ST,miRNA-Genes
hsa-mir-892a,SHOX2,miRNA-Genes
hsa-mir-892a,UGT2B4,miRNA-Genes
hsa-mir-892a,CCDC69,miRNA-Genes
hsa-mir-892a,SULT1B1,miRNA-Genes
hsa-mir-892a,RACGAP1,miRNA-Genes
hsa-mir-892a,LGSN,miRNA-Genes
hsa-mir-892a,BNC2,miRNA-Genes
hsa-mir-892a,ZIC4,miRNA-Genes
hsa-mir-892a,GINS4,miRNA-Genes
hsa-mir-892a,MCM8,miRNA-Genes
hsa-mir-892a,FAM163A,miRNA-Genes
hsa-mir-892a,CBY3,miRNA-Genes
hsa-mir-940,ADD2,miRNA-Genes
hsa-mir-940,ALOX15,miRNA-Genes
hsa-mir-940,ARSD,miRNA-Genes
hsa-mir-940,ASPA,miRNA-Genes
hsa-mir-940,BTD,miRNA-Genes
hsa-mir-940,SERPINH1,miRNA-Genes
hsa-mir-940,CCNF,miRNA-Genes
hsa-mir-940,CFL2,miRNA-Genes
hsa-mir-940,COL1A1,miRNA-Genes
hsa-mir-940,CPE,miRNA-Genes
hsa-mir-940,CYP4A11,miRNA-Genes
hsa-mir-940,E2F1,miRNA-Genes
hsa-mir-940,EGF,miRNA-Genes
hsa-mir-940,ERN1,miRNA-Genes
hsa-mir-940,B4GALNT1,miRNA-Genes
hsa-mir-940,GLUL,miRNA-Genes
hsa-mir-940,GPR26,miRNA-Genes
hsa-mir-940,HOXC8,miRNA-Genes
hsa-mir-940,HOXC11,miRNA-Genes
hsa-mir-940,LIMK1,miRNA-Genes
hsa-mir-940,LPP,miRNA-Genes
hsa-mir-940,SMAD9,miRNA-Genes
hsa-mir-940,MATN3,miRNA-Genes
hsa-mir-940,MDK,miRNA-Genes
hsa-mir-940,NFIC,miRNA-Genes
hsa-mir-940,NPR1,miRNA-Genes
hsa-mir-940,POU4F1,miRNA-Genes
hsa-mir-940,PRIM1,miRNA-Genes
hsa-mir-940,RAB3B,miRNA-Genes
hsa-mir-940,RAD51,miRNA-Genes
hsa-mir-940,RBL1,miRNA-Genes
hsa-mir-940,SLC2A5,miRNA-Genes
hsa-mir-940,SLC15A1,miRNA-Genes
hsa-mir-940,SNRPD1,miRNA-Genes
hsa-mir-940,SOX11,miRNA-Genes
hsa-mir-940,TCEA3,miRNA-Genes
hsa-mir-940,TGFBR2,miRNA-Genes
hsa-mir-940,THY1,miRNA-Genes
hsa-mir-940,TLN1,miRNA-Genes
hsa-mir-940,TNFAIP2,miRNA-Genes
hsa-mir-940,VCAM1,miRNA-Genes
hsa-mir-940,WNT7B,miRNA-Genes
hsa-mir-940,WT1,miRNA-Genes
hsa-mir-940,RECK,miRNA-Genes
hsa-mir-940,TIMELESS,miRNA-Genes
hsa-mir-940,SYT7,miRNA-Genes
hsa-mir-940,MYOM2,miRNA-Genes
hsa-mir-940,RPH3AL,miRNA-Genes
hsa-mir-940,KIAA0513,miRNA-Genes
hsa-mir-940,PHYHIP,miRNA-Genes
hsa-mir-940,ARHGAP11A,miRNA-Genes
hsa-mir-940,SMC4,miRNA-Genes
hsa-mir-940,NMUR1,miRNA-Genes
hsa-mir-940,KLF2,miRNA-Genes
hsa-mir-940,NDRG1,miRNA-Genes
hsa-mir-940,PDPN,miRNA-Genes
hsa-mir-940,FERMT2,miRNA-Genes
hsa-mir-940,PIM2,miRNA-Genes
hsa-mir-940,BVES,miRNA-Genes
hsa-mir-940,NUP210,miRNA-Genes
hsa-mir-940,AHCYL2,miRNA-Genes
hsa-mir-940,SSBP2,miRNA-Genes
hsa-mir-940,HAVCR1,miRNA-Genes
hsa-mir-940,PDE7B,miRNA-Genes
hsa-mir-940,SESN1,miRNA-Genes
hsa-mir-940,CD274,miRNA-Genes
hsa-mir-940,PLLP,miRNA-Genes
hsa-mir-940,PLCE1,miRNA-Genes
hsa-mir-940,C21orf58,miRNA-Genes
hsa-mir-940,BRIX1,miRNA-Genes
hsa-mir-940,SYNJ2BP,miRNA-Genes
hsa-mir-940,CENPN,miRNA-Genes
hsa-mir-940,AGTRAP,miRNA-Genes
hsa-mir-940,ZNF695,miRNA-Genes
hsa-mir-940,TRIB3,miRNA-Genes
hsa-mir-940,SINHCAF,miRNA-Genes
hsa-mir-940,CACNG8,miRNA-Genes
hsa-mir-940,NPFFR1,miRNA-Genes
hsa-mir-940,CENPM,miRNA-Genes
hsa-mir-940,ZNF665,miRNA-Genes
hsa-mir-940,SNX22,miRNA-Genes
hsa-mir-940,DSN1,miRNA-Genes
hsa-mir-940,ANP32E,miRNA-Genes
hsa-mir-940,HASPIN,miRNA-Genes
hsa-mir-940,BRIP1,miRNA-Genes
hsa-mir-940,SLC41A2,miRNA-Genes
hsa-mir-940,NLRC5,miRNA-Genes
hsa-mir-940,ATP13A4,miRNA-Genes
hsa-mir-940,CBX2,miRNA-Genes
hsa-mir-940,HAVCR2,miRNA-Genes
hsa-mir-940,FIBCD1,miRNA-Genes
hsa-mir-940,CGNL1,miRNA-Genes
hsa-mir-940,WFDC8,miRNA-Genes
hsa-mir-940,RNF157,miRNA-Genes
hsa-mir-940,SLC24A4,miRNA-Genes
hsa-mir-940,SNTN,miRNA-Genes
hsa-mir-940,C6orf141,miRNA-Genes
hsa-mir-940,S100A16,miRNA-Genes
hsa-mir-940,ZNF583,miRNA-Genes
hsa-mir-940,MFSD4A,miRNA-Genes
hsa-mir-940,PPM1L,miRNA-Genes
hsa-mir-940,SLC36A2,miRNA-Genes
hsa-mir-940,SLC35F1,miRNA-Genes
hsa-mir-940,MMS22L,miRNA-Genes
hsa-mir-940,TMEM151A,miRNA-Genes
hsa-mir-940,TMEM145,miRNA-Genes
hsa-mir-940,ZNF844,miRNA-Genes
hsa-mir-940,TRIM73,miRNA-Genes
hsa-mir-940,ZC3H6,miRNA-Genes
hsa-mir-940,TRIM74,miRNA-Genes
hsa-mir-940,CBY3,miRNA-Genes
hsa-mir-940,ZBTB8B,miRNA-Genes
hsa-mir-940,TMEM239,miRNA-Genes
hsa-mir-1258,CPM,miRNA-Genes
hsa-mir-1258,MYH2,miRNA-Genes
hsa-mir-1258,ENPP4,miRNA-Genes
hsa-mir-1258,PACSIN1,miRNA-Genes
hsa-mir-1258,MRGPRF,miRNA-Genes
hsa-mir-378c,MYRF,miRNA-Genes
hsa-mir-378c,TGFB2,miRNA-Genes
hsa-mir-378c,IGDCC3,miRNA-Genes
hsa-mir-378c,LGSN,miRNA-Genes
hsa-mir-378c,RCC2,miRNA-Genes
hsa-mir-378c,CELF4,miRNA-Genes
hsa-mir-378c,CACNG8,miRNA-Genes
hsa-mir-378c,LMNB2,miRNA-Genes
hsa-mir-378c,ANO4,miRNA-Genes
hsa-mir-4521,IGF2,miRNA-Genes
hsa-mir-4521,SETBP1,miRNA-Genes
hsa-mir-4521,GJD2,miRNA-Genes
hsa-mir-4521,CHRFAM7A,miRNA-Genes
hsa-mir-375,SLC7A2,miRNA-Genes
hsa-mir-421,NFIX,miRNA-Genes
hsa-mir-375,DPF1,miRNA-Genes
hsa-mir-940,SNAPC1,miRNA-Genes
hsa-mir-940,KCNG1,miRNA-Genes
hsa-mir-375,HMGB3,miRNA-Genes
hsa-mir-375,MUSK,miRNA-Genes
hsa-mir-375,CENPQ,miRNA-Genes
hsa-mir-4521,CENPQ,miRNA-Genes
hsa-mir-375,DEPDC1B,miRNA-Genes
hsa-mir-378c,SPDL1,miRNA-Genes
hsa-mir-375,RAB27B,miRNA-Genes
hsa-mir-378c,ZIC2,miRNA-Genes
hsa-mir-940,EPHA3,miRNA-Genes
hsa-mir-375,XK,miRNA-Genes
hsa-mir-375,UTS2,miRNA-Genes
hsa-mir-375,TNFRSF9,miRNA-Genes
hsa-mir-421,RELT,miRNA-Genes
hsa-mir-421,CYFIP2,miRNA-Genes
hsa-mir-375,SLC6A16,miRNA-Genes
hsa-mir-375,LIMCH1,miRNA-Genes
hsa-mir-421,HIPK2,miRNA-Genes
hsa-mir-375,BCAS1,miRNA-Genes
hsa-mir-133b,ASPM,miRNA-Genes
hsa-mir-375,ASPM,miRNA-Genes
hsa-mir-375,PRR11,miRNA-Genes
hsa-mir-378c,TGFBR3,miRNA-Genes
hsa-mir-940,TGFBR3,miRNA-Genes
hsa-mir-375,FGF10,miRNA-Genes
hsa-mir-940,TRIP13,miRNA-Genes
hsa-mir-378c,TFRC,miRNA-Genes
hsa-mir-421,TFRC,miRNA-Genes
hsa-mir-940,NOTCH3,miRNA-Genes
hsa-mir-421,NUP37,miRNA-Genes
hsa-mir-421,UBE2T,miRNA-Genes
hsa-mir-378c,SMC1B,miRNA-Genes
hsa-mir-421,FBLN1,miRNA-Genes
hsa-mir-375,HOXA9,miRNA-Genes
hsa-mir-421,RUNX1T1,miRNA-Genes
hsa-mir-940,TNS1,miRNA-Genes
hsa-mir-378c,OXCT1,miRNA-Genes
hsa-mir-375,TFAP2C,miRNA-Genes
hsa-mir-940,AURKA,miRNA-Genes
hsa-mir-421,BIRC5,miRNA-Genes
hsa-mir-940,BIRC5,miRNA-Genes
hsa-mir-375,ICAM1,miRNA-Genes
hsa-mir-4521,KIF4A,miRNA-Genes
hsa-mir-375,CCDC80,miRNA-Genes
hsa-mir-375,ABL1,miRNA-Genes
hsa-mir-940,SCD,miRNA-Genes
hsa-mir-940,CDKN3,miRNA-Genes
hsa-mir-375,ASB2,miRNA-Genes
hsa-mir-375,ASB2,miRNA-Genes
hsa-mir-375,SGK2,miRNA-Genes
hsa-mir-421,SNPH,miRNA-Genes
hsa-mir-421,GLRA2,miRNA-Genes
hsa-mir-375,ZC3H12B,miRNA-Genes
hsa-mir-378c,PIM2,miRNA-Genes
hsa-mir-375,BRS3,miRNA-Genes
hsa-mir-375,CRISPLD2,miRNA-Genes
hsa-mir-892a,CD276,miRNA-Genes
hsa-mir-940,CD276,miRNA-Genes
hsa-mir-940,HOMER2,miRNA-Genes
hsa-mir-940,OIP5,miRNA-Genes
hsa-mir-940,CA2,miRNA-Genes
hsa-mir-421,JPH1,miRNA-Genes
hsa-mir-133b,NDRG1,miRNA-Genes
hsa-mir-378c,NDRG1,miRNA-Genes
hsa-mir-375,NDRG1,miRNA-Genes
hsa-mir-378c,DMPK,miRNA-Genes
hsa-mir-940,DMPK,miRNA-Genes
hsa-mir-375,TFPI2,miRNA-Genes
hsa-mir-375,ITGB8,miRNA-Genes
hsa-mir-375,CPED1,miRNA-Genes
hsa-mir-421,SERPINE1,miRNA-Genes
hsa-mir-375,MEST,miRNA-Genes
hsa-mir-375,OGN,miRNA-Genes
hsa-mir-375,CA9,miRNA-Genes
hsa-mir-378c,GATA3,miRNA-Genes
hsa-mir-375,ACTA2,miRNA-Genes
hsa-mir-940,PSMD3,miRNA-Genes
hsa-mir-375,TBC1D9,miRNA-Genes
hsa-mir-421,TBC1D9,miRNA-Genes
hsa-mir-4521,CCND1,miRNA-Genes
hsa-mir-4521,FOXM1,miRNA-Genes
hsa-mir-4521,OAS2,miRNA-Genes
hsa-mir-421,RFC5,miRNA-Genes
hsa-mir-133b,CEP85L,miRNA-Genes
hsa-mir-421,CEP85L,miRNA-Genes
hsa-mir-940,CEP85L,miRNA-Genes
hsa-mir-940,FBXO5,miRNA-Genes
hsa-mir-378c,FBXO5,miRNA-Genes
hsa-mir-378c,E2F3,miRNA-Genes
hsa-mir-421,E2F3,miRNA-Genes
hsa-mir-4521,E2F3,miRNA-Genes
hsa-mir-421,BVES,miRNA-Genes
hsa-mir-378c,SOBP,miRNA-Genes
hsa-mir-421,SOBP,miRNA-Genes
hsa-mir-378c,EPM2A,miRNA-Genes
hsa-mir-421,TBX18,miRNA-Genes
hsa-mir-375,LOX,miRNA-Genes
hsa-mir-375,POLR3G,miRNA-Genes
hsa-mir-421,POLR3G,miRNA-Genes
hsa-mir-375,LMNB1,miRNA-Genes
hsa-mir-378c,LMNB1,miRNA-Genes
hsa-mir-375,PRLR,miRNA-Genes
hsa-mir-378c,NUP155,miRNA-Genes
hsa-mir-421,LIFR,miRNA-Genes
hsa-mir-4521,LIFR,miRNA-Genes
hsa-mir-375,LIFR,miRNA-Genes
hsa-mir-375,UPK1B,miRNA-Genes
hsa-mir-940,ZBTB47,miRNA-Genes
hsa-mir-421,FOXP1,miRNA-Genes
hsa-mir-133b,ODC1,miRNA-Genes
hsa-mir-378c,ODC1,miRNA-Genes
hsa-mir-421,ODC1,miRNA-Genes
hsa-mir-940,ODC1,miRNA-Genes
hsa-mir-4521,LEPR,miRNA-Genes
hsa-mir-378c,WLS,miRNA-Genes
hsa-mir-375,CFHR3,miRNA-Genes
hsa-mir-421,KIF14,miRNA-Genes
hsa-mir-940,TNFAIP3,miRNA-Genes
hsa-mir-378c,TGIF2,miRNA-Genes
hsa-mir-421,ELL2,miRNA-Genes
hsa-mir-421,KLF9,miRNA-Genes
hsa-mir-940,KLF9,miRNA-Genes
hsa-mir-940,ONECUT2,miRNA-Genes
hsa-mir-375,GPR68,miRNA-Genes
hsa-mir-375,IFIT3,miRNA-Genes
hsa-mir-375,IFIT2,miRNA-Genes
hsa-mir-375,HELLS,miRNA-Genes
hsa-mir-421,HELLS,miRNA-Genes
hsa-mir-375,TGFBI,miRNA-Genes
hsa-mir-375,LRAT,miRNA-Genes
hsa-mir-4521,CBX3,miRNA-Genes
hsa-mir-375,INHBA,miRNA-Genes
hsa-mir-378c,ZWINT,miRNA-Genes
hsa-mir-421,PMEPA1,miRNA-Genes
hsa-mir-375,IL1B,miRNA-Genes
hsa-mir-940,BEST3,miRNA-Genes
hsa-mir-940,CHTF18,miRNA-Genes
hsa-mir-940,LRFN1,miRNA-Genes
hsa-mir-375,PAICS,miRNA-Genes
hsa-mir-421,STRIP2,miRNA-Genes
hsa-mir-375,MYO1B,miRNA-Genes
hsa-mir-375,FOXA1,miRNA-Genes
hsa-mir-378c,FOXA1,miRNA-Genes
hsa-mir-375,GDF15,miRNA-Genes
hsa-mir-940,ZNF331,miRNA-Genes
hsa-mir-940,PPT1,miRNA-Genes
hsa-mir-940,PPFIA1,miRNA-Genes
hsa-mir-375,MAP1B,miRNA-Genes
hsa-mir-940,MAP1B,miRNA-Genes
hsa-mir-375,TNS4,miRNA-Genes
hsa-mir-375,TOP2A,miRNA-Genes
hsa-mir-421,TOP2A,miRNA-Genes
hsa-mir-940,TOP2A,miRNA-Genes
hsa-mir-375,MATN3,miRNA-Genes
hsa-mir-375,FIGNL1,miRNA-Genes
hsa-mir-421,BTBD3,miRNA-Genes
hsa-mir-375,SYT4,miRNA-Genes
hsa-mir-421,STARD13,miRNA-Genes
hsa-mir-940,C1QTNF6,miRNA-Genes
hsa-mir-375,CPM,miRNA-Genes
hsa-mir-375,SERPINE2,miRNA-Genes
hsa-mir-940,SERPINE2,miRNA-Genes
hsa-mir-940,TTYH3,miRNA-Genes
hsa-mir-940,LIMD2,miRNA-Genes
hsa-mir-375,DSCC1,miRNA-Genes
hsa-mir-375,SYTL2,miRNA-Genes
hsa-mir-375,THBS1,miRNA-Genes
hsa-mir-375,IFI44L,miRNA-Genes
hsa-mir-375,IFI44,miRNA-Genes
hsa-mir-375,CYP1B1,miRNA-Genes
hsa-mir-375,LOXL4,miRNA-Genes
hsa-mir-375,PLCE1,miRNA-Genes
hsa-mir-375,AOX1,miRNA-Genes
hsa-mir-378c,SECISBP2L,miRNA-Genes
hsa-mir-375,SEMA7A,miRNA-Genes
hsa-mir-375,SEMA7A,miRNA-Genes
hsa-mir-375,SHROOM3,miRNA-Genes
hsa-mir-940,FBN2,miRNA-Genes
hsa-mir-940,CPNE8,miRNA-Genes
hsa-mir-375,ZIC5,miRNA-Genes
hsa-mir-378c,ZIC5,miRNA-Genes
hsa-mir-375,SSTR1,miRNA-Genes
hsa-mir-421,STON2,miRNA-Genes
hsa-mir-940,HDC,miRNA-Genes
hsa-mir-375,BCL2A1,miRNA-Genes
hsa-mir-375,SKAP1,miRNA-Genes
hsa-mir-940,ASXL3,miRNA-Genes
hsa-mir-378c,GATA6,miRNA-Genes
hsa-mir-421,PMAIP1,miRNA-Genes
hsa-mir-375,NFIC,miRNA-Genes
hsa-mir-375,FCGR2A,miRNA-Genes
hsa-mir-375,FLG,miRNA-Genes
hsa-mir-375,LRIG1,miRNA-Genes
hsa-mir-375,LRIG1,miRNA-Genes
hsa-mir-378c,LPP,miRNA-Genes
hsa-mir-421,LPP,miRNA-Genes
hsa-mir-375,ANK2,miRNA-Genes
hsa-mir-375,CCNA2,miRNA-Genes
hsa-mir-940,CCNA2,miRNA-Genes
hsa-mir-375,PLK2,miRNA-Genes
hsa-mir-421,PLK2,miRNA-Genes
hsa-mir-940,N4BP3,miRNA-Genes
hsa-mir-940,DAAM2,miRNA-Genes
hsa-mir-133b,ZC3HAV1L,miRNA-Genes
hsa-mir-421,TACC1,miRNA-Genes
hsa-mir-4521,TACC1,miRNA-Genes
hsa-mir-375,VLDLR,miRNA-Genes
hsa-mir-940,PTGES,miRNA-Genes
hsa-mir-421,SLC43A1,miRNA-Genes
hsa-mir-940,FADS1,miRNA-Genes
hsa-mir-375,ARID5B,miRNA-Genes
hsa-mir-940,ARID5B,miRNA-Genes
hsa-mir-375,LYPD6B,miRNA-Genes
hsa-mir-375,WDR17,miRNA-Genes
hsa-mir-375,SLC7A11,miRNA-Genes
hsa-mir-378c,MAGI1,miRNA-Genes
hsa-mir-378c,MAGI1,miRNA-Genes
hsa-mir-375,SPC25,miRNA-Genes
hsa-mir-375,SPC25,miRNA-Genes
hsa-mir-375,ABI3BP,miRNA-Genes
hsa-mir-375,PDE1C,miRNA-Genes
hsa-mir-375,ADAMTS1,miRNA-Genes
hsa-mir-940,ADAMTS1,miRNA-Genes
hsa-mir-421,EME1,miRNA-Genes
hsa-mir-375,TBC1D31,miRNA-Genes
hsa-mir-378c,ATAD2,miRNA-Genes
hsa-mir-378c,NRG1,miRNA-Genes
hsa-mir-375,MMP14,miRNA-Genes
hsa-mir-378c,TSC22D3,miRNA-Genes
hsa-mir-378c,MX1,miRNA-Genes
hsa-mir-375,FCER1G,miRNA-Genes
hsa-mir-375,KCNE2,miRNA-Genes
hsa-mir-4521,IGF2BP1,miRNA-Genes
hsa-mir-421,BTG2,miRNA-Genes
hsa-mir-940,BTG2,miRNA-Genes
hsa-mir-421,STARD9,miRNA-Genes
hsa-mir-421,YDJC,miRNA-Genes
hsa-mir-375,PRKAA2,miRNA-Genes
hsa-mir-375,NFIA,miRNA-Genes
hsa-mir-940,NFIA,miRNA-Genes
hsa-mir-375,NOSTRIN,miRNA-Genes
hsa-mir-375,NOSTRIN,miRNA-Genes
hsa-mir-4521,PBXIP1,miRNA-Genes
hsa-mir-421,CLDN1,miRNA-Genes
hsa-mir-378c,RPL22L1,miRNA-Genes
hsa-mir-375,NKX6-1,miRNA-Genes
hsa-mir-375,PTX3,miRNA-Genes
hsa-mir-375,CCDC158,miRNA-Genes
hsa-mir-940,YEATS2,miRNA-Genes
hsa-mir-940,MAP9,miRNA-Genes
hsa-mir-378c,GALNT10,miRNA-Genes
hsa-mir-375,DLC1,miRNA-Genes
hsa-mir-375,DLC1,miRNA-Genes
hsa-mir-421,DLC1,miRNA-Genes
hsa-mir-421,DLC1,miRNA-Genes
hsa-mir-940,DLC1,miRNA-Genes
hsa-mir-940,DLC1,miRNA-Genes
hsa-mir-421,KIAA1958,miRNA-Genes
hsa-mir-940,ZNF367,miRNA-Genes
hsa-mir-378c,ZNF367,miRNA-Genes
hsa-mir-940,DDIAS,miRNA-Genes
hsa-mir-378c,E2F7,miRNA-Genes
hsa-mir-4521,CKB,miRNA-Genes
hsa-mir-378c,CLMP,miRNA-Genes
hsa-mir-375,CYB5R2,miRNA-Genes
hsa-mir-375,MFAP4,miRNA-Genes
hsa-mir-375,MAP1A,miRNA-Genes
hsa-mir-940,IGF2,miRNA-Genes
hsa-mir-375,NLRP7,miRNA-Genes
hsa-mir-375,NLRP7,miRNA-Genes
hsa-mir-375,NLRP7,miRNA-Genes
hsa-mir-375,NLRP7,miRNA-Genes
hsa-mir-375,NLRP7,miRNA-Genes
hsa-mir-375,NLRP7,miRNA-Genes
hsa-mir-375,NLRP7,miRNA-Genes
hsa-mir-375,NLRP7,miRNA-Genes
hsa-mir-375,NLRP7,miRNA-Genes
hsa-mir-375,NLRP7,miRNA-Genes
hsa-mir-940,CHAF1A,miRNA-Genes
hsa-mir-421,SLC3A2,miRNA-Genes
hsa-mir-421,TAP1,miRNA-Genes
hsa-mir-421,TAP1,miRNA-Genes
hsa-mir-421,TAP1,miRNA-Genes
hsa-mir-421,TAP1,miRNA-Genes
hsa-mir-421,TAP1,miRNA-Genes
hsa-mir-421,TAP1,miRNA-Genes
hsa-mir-421,TAP1,miRNA-Genes
hsa-mir-421,TAP1,miRNA-Genes
hsa-mir-375,CXCL10,miRNA-Genes
hsa-mir-375,CXCL11,miRNA-Genes
hsa-mir-375,RNASE3,miRNA-Genes
hsa-mir-375,SERPINA9,miRNA-Genes
hsa-mir-421,SIK2,miRNA-Genes
hsa-mir-940,SIK2,miRNA-Genes
hsa-mir-940,LONRF2,miRNA-Genes
hsa-mir-940,CDCA4,miRNA-Genes
hsa-mir-421,S1PR1,miRNA-Genes
hsa-mir-375,UGT2B7,miRNA-Genes
hsa-mir-4521,CHST11,miRNA-Genes
hsa-mir-378c,ANO5,miRNA-Genes
hsa-mir-375,RRM2,miRNA-Genes
hsa-mir-421,REG1B,miRNA-Genes
hsa-mir-421,PDE3A,miRNA-Genes
hsa-mir-940,PDE3A,miRNA-Genes
hsa-mir-375,COL6A5,miRNA-Genes
hsa-mir-375,PTPRM,miRNA-Genes
hsa-mir-421,NABP1,miRNA-Genes
hsa-mir-375,HSPB7,miRNA-Genes
hsa-mir-4521,CBX2,miRNA-Genes
hsa-mir-940,RGMB,miRNA-Genes
hsa-mir-375,CA5A,miRNA-Genes
