,Source,Target,Regulation
13286,hsa-mir-498,PHLDA3,miRNA-Genes
13287,hsa-mir-498,SLC7A11,miRNA-Genes
13288,hsa-mir-498,DSTYK,miRNA-Genes
13289,hsa-mir-498,BACE2,miRNA-Genes
13290,hsa-mir-498,POC1A,miRNA-Genes
13291,hsa-mir-498,CNNM1,miRNA-Genes
13292,hsa-mir-498,RGS17,miRNA-Genes
13293,hsa-mir-498,SIGLEC9,miRNA-Genes
13294,hsa-mir-498,ANGPTL3,miRNA-Genes
13295,hsa-mir-498,PLAC8,miRNA-Genes
13296,hsa-mir-498,OLAH,miRNA-Genes
13297,hsa-mir-498,GALNT10,miRNA-Genes
13298,hsa-mir-498,PCDHA6,miRNA-Genes
13299,hsa-mir-498,PELI2,miRNA-Genes
13300,hsa-mir-498,ARFGEF3,miRNA-Genes
13301,hsa-mir-498,AS3MT,miRNA-Genes
13302,hsa-mir-498,SLC7A14,miRNA-Genes
13303,hsa-mir-498,KIAA1614,miRNA-Genes
13304,hsa-mir-498,CENPM,miRNA-Genes
13305,hsa-mir-498,DSN1,miRNA-Genes
13306,hsa-mir-498,PCNX2,miRNA-Genes
13307,hsa-mir-498,KLHL15,miRNA-Genes
13308,hsa-mir-498,ASXL3,miRNA-Genes
13309,hsa-mir-498,SPIRE2,miRNA-Genes
13310,hsa-mir-498,FAXC,miRNA-Genes
13311,hsa-mir-498,CNDP1,miRNA-Genes
13312,hsa-mir-498,NKD1,miRNA-Genes
13313,hsa-mir-498,MEX3A,miRNA-Genes
13314,hsa-mir-498,ASB16,miRNA-Genes
13315,hsa-mir-498,RNF157,miRNA-Genes
13316,hsa-mir-498,SPIC,miRNA-Genes
13317,hsa-mir-498,NCOA7,miRNA-Genes
13318,hsa-mir-498,SLC2A14,miRNA-Genes
13319,hsa-mir-498,PPM1K,miRNA-Genes
13320,hsa-mir-498,ZNF320,miRNA-Genes
13321,hsa-mir-498,TRIM65,miRNA-Genes
13322,hsa-mir-498,SPATA21,miRNA-Genes
13323,hsa-mir-498,LIN28B,miRNA-Genes
13324,hsa-mir-498,SAMD5,miRNA-Genes
13325,hsa-mir-498,PAIP2B,miRNA-Genes
13326,hsa-mir-498,FBXO47,miRNA-Genes
13327,hsa-mir-498,FAM227A,miRNA-Genes
13328,hsa-mir-520e,APOH,miRNA-Genes
13329,hsa-mir-520e,ATP6V1C1,miRNA-Genes
13330,hsa-mir-520e,BMP8B,miRNA-Genes
13331,hsa-mir-520e,ELAVL2,miRNA-Genes
13332,hsa-mir-520e,ESR1,miRNA-Genes
13333,hsa-mir-520e,FANCA,miRNA-Genes
13334,hsa-mir-520e,HAS2,miRNA-Genes
13335,hsa-mir-520e,ITGA2,miRNA-Genes
13336,hsa-mir-520e,KCND3,miRNA-Genes
13337,hsa-mir-520e,KPNA2,miRNA-Genes
13338,hsa-mir-520e,MAP1B,miRNA-Genes
13339,hsa-mir-520e,MCM7,miRNA-Genes
13340,hsa-mir-520e,MFAP2,miRNA-Genes
13341,hsa-mir-520e,PDE4C,miRNA-Genes
13342,hsa-mir-520e,PFKP,miRNA-Genes
13343,hsa-mir-520e,PRIM1,miRNA-Genes
13344,hsa-mir-520e,PTGIS,miRNA-Genes
13345,hsa-mir-520e,RTN2,miRNA-Genes
13346,hsa-mir-520e,SBF1,miRNA-Genes
13347,hsa-mir-520e,WEE1,miRNA-Genes
13348,hsa-mir-520e,FZD9,miRNA-Genes
13349,hsa-mir-520e,F2RL3,miRNA-Genes
13350,hsa-mir-520e,SLC28A1,miRNA-Genes
13351,hsa-mir-520e,GCNT3,miRNA-Genes
13352,hsa-mir-520e,DLGAP5,miRNA-Genes
13353,hsa-mir-520e,MELK,miRNA-Genes
13354,hsa-mir-520e,PNRC1,miRNA-Genes
13355,hsa-mir-520e,TTC9,miRNA-Genes
13356,hsa-mir-520e,SLC7A11,miRNA-Genes
13357,hsa-mir-520e,DSTYK,miRNA-Genes
13358,hsa-mir-520e,C11orf54,miRNA-Genes
13359,hsa-mir-520e,ATAD2,miRNA-Genes
13360,hsa-mir-520e,SUCO,miRNA-Genes
13361,hsa-mir-520e,OLAH,miRNA-Genes
13362,hsa-mir-520e,BCAS4,miRNA-Genes
13363,hsa-mir-520e,CEP72,miRNA-Genes
13364,hsa-mir-520e,LY6G5B,miRNA-Genes
13365,hsa-mir-520e,PRRG4,miRNA-Genes
13366,hsa-mir-520e,AGMAT,miRNA-Genes
13367,hsa-mir-520e,PCNX2,miRNA-Genes
13368,hsa-mir-520e,PPP1R14C,miRNA-Genes
13369,hsa-mir-520e,CRISPLD2,miRNA-Genes
13370,hsa-mir-520e,QRFPR,miRNA-Genes
13371,hsa-mir-520e,GINS4,miRNA-Genes
13372,hsa-mir-520e,MFSD2A,miRNA-Genes
13373,hsa-mir-520e,FHDC1,miRNA-Genes
13374,hsa-mir-520e,CDKN2AIPNL,miRNA-Genes
13375,hsa-mir-520e,FAAP24,miRNA-Genes
13376,hsa-mir-520e,ASB16,miRNA-Genes
13377,hsa-mir-520e,CCSAP,miRNA-Genes
13378,hsa-mir-520e,ZNF578,miRNA-Genes
13379,hsa-mir-520e,SIK1,miRNA-Genes
13380,hsa-mir-520e,FAM9C,miRNA-Genes
13381,hsa-mir-520e,LDHD,miRNA-Genes
13382,hsa-mir-520e,TRIM65,miRNA-Genes
13383,hsa-mir-520e,RASGEF1A,miRNA-Genes
13384,hsa-mir-520e,FOXK1,miRNA-Genes
13385,hsa-mir-520e,ZNF454,miRNA-Genes
13386,hsa-mir-520e,STAC2,miRNA-Genes
13387,hsa-mir-520e,DNAJB13,miRNA-Genes
13388,hsa-mir-520e,NUGGC,miRNA-Genes
13389,hsa-mir-520e,SAMD12,miRNA-Genes
13869,hsa-mir-520b,APOH,miRNA-Genes
13870,hsa-mir-520b,ATP6V1C1,miRNA-Genes
13871,hsa-mir-520b,BMP8B,miRNA-Genes
13872,hsa-mir-520b,ELAVL2,miRNA-Genes
13873,hsa-mir-520b,ESR1,miRNA-Genes
13874,hsa-mir-520b,FANCA,miRNA-Genes
13875,hsa-mir-520b,HAS2,miRNA-Genes
13876,hsa-mir-520b,ITGA2,miRNA-Genes
13877,hsa-mir-520b,KCND3,miRNA-Genes
13878,hsa-mir-520b,KPNA2,miRNA-Genes
13879,hsa-mir-520b,MAP1B,miRNA-Genes
13880,hsa-mir-520b,MCM7,miRNA-Genes
13881,hsa-mir-520b,MFAP2,miRNA-Genes
13882,hsa-mir-520b,PDE4C,miRNA-Genes
13883,hsa-mir-520b,PFKP,miRNA-Genes
13884,hsa-mir-520b,PRIM1,miRNA-Genes
13885,hsa-mir-520b,PTGIS,miRNA-Genes
13886,hsa-mir-520b,RTN2,miRNA-Genes
13887,hsa-mir-520b,SBF1,miRNA-Genes
13888,hsa-mir-520b,WEE1,miRNA-Genes
13889,hsa-mir-520b,FZD9,miRNA-Genes
13890,hsa-mir-520b,F2RL3,miRNA-Genes
13891,hsa-mir-520b,SLC28A1,miRNA-Genes
13892,hsa-mir-520b,GCNT3,miRNA-Genes
13893,hsa-mir-520b,DLGAP5,miRNA-Genes
13894,hsa-mir-520b,MELK,miRNA-Genes
13895,hsa-mir-520b,PNRC1,miRNA-Genes
13896,hsa-mir-520b,TTC9,miRNA-Genes
13897,hsa-mir-520b,SLC7A11,miRNA-Genes
13898,hsa-mir-520b,DSTYK,miRNA-Genes
13899,hsa-mir-520b,C11orf54,miRNA-Genes
13900,hsa-mir-520b,ATAD2,miRNA-Genes
13901,hsa-mir-520b,SUCO,miRNA-Genes
13902,hsa-mir-520b,OLAH,miRNA-Genes
13903,hsa-mir-520b,BCAS4,miRNA-Genes
13904,hsa-mir-520b,CEP72,miRNA-Genes
13905,hsa-mir-520b,LY6G5B,miRNA-Genes
13906,hsa-mir-520b,PRRG4,miRNA-Genes
13907,hsa-mir-520b,AGMAT,miRNA-Genes
13908,hsa-mir-520b,PCNX2,miRNA-Genes
13909,hsa-mir-520b,PPP1R14C,miRNA-Genes
13910,hsa-mir-520b,CRISPLD2,miRNA-Genes
13911,hsa-mir-520b,QRFPR,miRNA-Genes
13912,hsa-mir-520b,GINS4,miRNA-Genes
13913,hsa-mir-520b,MFSD2A,miRNA-Genes
13914,hsa-mir-520b,FHDC1,miRNA-Genes
13915,hsa-mir-520b,CDKN2AIPNL,miRNA-Genes
13916,hsa-mir-520b,FAAP24,miRNA-Genes
13917,hsa-mir-520b,ASB16,miRNA-Genes
13918,hsa-mir-520b,CCSAP,miRNA-Genes
13919,hsa-mir-520b,ZNF578,miRNA-Genes
13920,hsa-mir-520b,SIK1,miRNA-Genes
13921,hsa-mir-520b,FAM9C,miRNA-Genes
13922,hsa-mir-520b,LDHD,miRNA-Genes
13923,hsa-mir-520b,TRIM65,miRNA-Genes
13924,hsa-mir-520b,RASGEF1A,miRNA-Genes
13925,hsa-mir-520b,FOXK1,miRNA-Genes
13926,hsa-mir-520b,ZNF454,miRNA-Genes
13927,hsa-mir-520b,STAC2,miRNA-Genes
13928,hsa-mir-520b,DNAJB13,miRNA-Genes
13929,hsa-mir-520b,NUGGC,miRNA-Genes
13930,hsa-mir-520b,SAMD12,miRNA-Genes
13931,hsa-mir-518b,HOXC8,miRNA-Genes
13932,hsa-mir-518b,SCN1A,miRNA-Genes
13933,hsa-mir-518b,TYRO3,miRNA-Genes
13934,hsa-mir-518b,FOXN1,miRNA-Genes
14411,hsa-mir-527,RHOB,miRNA-Genes
14412,hsa-mir-527,CPE,miRNA-Genes
14413,hsa-mir-527,EPHB1,miRNA-Genes
14414,hsa-mir-527,ACSL4,miRNA-Genes
14415,hsa-mir-527,LDLR,miRNA-Genes
14416,hsa-mir-527,MAPT,miRNA-Genes
14417,hsa-mir-527,MCC,miRNA-Genes
14418,hsa-mir-527,KITLG,miRNA-Genes
14419,hsa-mir-527,TRPC3,miRNA-Genes
14420,hsa-mir-527,UCK2,miRNA-Genes
14421,hsa-mir-527,GLP2R,miRNA-Genes
14422,hsa-mir-527,CXCL14,miRNA-Genes
14423,hsa-mir-527,KNTC1,miRNA-Genes
14424,hsa-mir-527,AP5Z1,miRNA-Genes
14425,hsa-mir-527,PHLDA1,miRNA-Genes
14426,hsa-mir-527,HIC2,miRNA-Genes
14427,hsa-mir-527,PHLDA3,miRNA-Genes
14428,hsa-mir-527,PYCARD,miRNA-Genes
14429,hsa-mir-527,RACGAP1,miRNA-Genes
14430,hsa-mir-527,NRBF2,miRNA-Genes
14431,hsa-mir-527,WNT4,miRNA-Genes
14432,hsa-mir-527,RAVER2,miRNA-Genes
14433,hsa-mir-527,JCAD,miRNA-Genes
14434,hsa-mir-527,PRRG4,miRNA-Genes
14435,hsa-mir-527,KLHL15,miRNA-Genes
14436,hsa-mir-527,FOXQ1,miRNA-Genes
14437,hsa-mir-527,ZNF618,miRNA-Genes
14438,hsa-mir-527,UNC5D,miRNA-Genes
14439,hsa-mir-527,CCDC80,miRNA-Genes
14440,hsa-mir-527,BCL2L2-PABPN1,miRNA-Genes
14447,hsa-mir-520h,APOH,miRNA-Genes
14448,hsa-mir-520h,BMP8B,miRNA-Genes
14449,hsa-mir-520h,CFL2,miRNA-Genes
14450,hsa-mir-520h,CHRM3,miRNA-Genes
14451,hsa-mir-520h,CPE,miRNA-Genes
14452,hsa-mir-520h,DMD,miRNA-Genes
14453,hsa-mir-520h,CELSR3,miRNA-Genes
14454,hsa-mir-520h,ELAVL2,miRNA-Genes
14455,hsa-mir-520h,FOXO1,miRNA-Genes
14456,hsa-mir-520h,FOLR1,miRNA-Genes
14457,hsa-mir-520h,HAS2,miRNA-Genes
14458,hsa-mir-520h,ID1,miRNA-Genes
14459,hsa-mir-520h,KCND3,miRNA-Genes
14460,hsa-mir-520h,LDLR,miRNA-Genes
14461,hsa-mir-520h,LIMK1,miRNA-Genes
14462,hsa-mir-520h,MAPT,miRNA-Genes
14463,hsa-mir-520h,MKI67,miRNA-Genes
14464,hsa-mir-520h,NPHS1,miRNA-Genes
14465,hsa-mir-520h,PABPC3,miRNA-Genes
14466,hsa-mir-520h,PDE4C,miRNA-Genes
14467,hsa-mir-520h,PKP1,miRNA-Genes
14468,hsa-mir-520h,PRIM1,miRNA-Genes
14469,hsa-mir-520h,PTGIS,miRNA-Genes
14470,hsa-mir-520h,RTN2,miRNA-Genes
14471,hsa-mir-520h,KLF10,miRNA-Genes
14472,hsa-mir-520h,VLDLR,miRNA-Genes
14473,hsa-mir-520h,WEE1,miRNA-Genes
14474,hsa-mir-520h,NSD2,miRNA-Genes
14475,hsa-mir-520h,SLC28A1,miRNA-Genes
14476,hsa-mir-520h,MELK,miRNA-Genes
14477,hsa-mir-520h,TRIB1,miRNA-Genes
14478,hsa-mir-520h,SCML2,miRNA-Genes
14479,hsa-mir-520h,PNRC1,miRNA-Genes
14480,hsa-mir-520h,TRIM31,miRNA-Genes
14481,hsa-mir-520h,DAPK2,miRNA-Genes
14482,hsa-mir-520h,SLC7A11,miRNA-Genes
14483,hsa-mir-520h,DSTYK,miRNA-Genes
14484,hsa-mir-520h,RGS17,miRNA-Genes
14485,hsa-mir-520h,C11orf54,miRNA-Genes
14486,hsa-mir-520h,RACGAP1,miRNA-Genes
14487,hsa-mir-520h,NRBF2,miRNA-Genes
14488,hsa-mir-520h,SOCS7,miRNA-Genes
14489,hsa-mir-520h,KCNK10,miRNA-Genes
14490,hsa-mir-520h,OLAH,miRNA-Genes
14491,hsa-mir-520h,BCAS4,miRNA-Genes
14492,hsa-mir-520h,CEP72,miRNA-Genes
14493,hsa-mir-520h,PRR11,miRNA-Genes
14494,hsa-mir-520h,PLEKHH1,miRNA-Genes
14495,hsa-mir-520h,LY6G5B,miRNA-Genes
14496,hsa-mir-520h,PRRG4,miRNA-Genes
14497,hsa-mir-520h,AGMAT,miRNA-Genes
14498,hsa-mir-520h,KLHL15,miRNA-Genes
14499,hsa-mir-520h,CDT1,miRNA-Genes
14500,hsa-mir-520h,CRISPLD2,miRNA-Genes
14501,hsa-mir-520h,QRFPR,miRNA-Genes
14502,hsa-mir-520h,MFSD2A,miRNA-Genes
14503,hsa-mir-520h,NKD1,miRNA-Genes
14504,hsa-mir-520h,FHDC1,miRNA-Genes
14505,hsa-mir-520h,CDKN2AIPNL,miRNA-Genes
14506,hsa-mir-520h,FAAP24,miRNA-Genes
14507,hsa-mir-520h,ASB16,miRNA-Genes
14508,hsa-mir-520h,FOXQ1,miRNA-Genes
14509,hsa-mir-520h,GLB1L3,miRNA-Genes
14510,hsa-mir-520h,ZNF257,miRNA-Genes
14511,hsa-mir-520h,SIGLEC11,miRNA-Genes
14512,hsa-mir-520h,ZNF578,miRNA-Genes
14513,hsa-mir-520h,LDHD,miRNA-Genes
14514,hsa-mir-520h,TRIM65,miRNA-Genes
14515,hsa-mir-520h,FOXK1,miRNA-Genes
14516,hsa-mir-520h,ZNF454,miRNA-Genes
14517,hsa-mir-520h,STAC2,miRNA-Genes
14518,hsa-mir-520h,DNAJB13,miRNA-Genes
14519,hsa-mir-520h,NUGGC,miRNA-Genes
14520,hsa-mir-520h,ZNF716,miRNA-Genes
15675,hsa-mir-581,ZFP36L1,miRNA-Genes
15676,hsa-mir-581,COL19A1,miRNA-Genes
15677,hsa-mir-581,ID2,miRNA-Genes
15678,hsa-mir-581,SATB1,miRNA-Genes
15679,hsa-mir-581,AURKA,miRNA-Genes
15680,hsa-mir-581,CHAF1B,miRNA-Genes
15681,hsa-mir-581,SLC22A6,miRNA-Genes
15682,hsa-mir-581,KIF23,miRNA-Genes
15683,hsa-mir-581,ADAMTS1,miRNA-Genes
15684,hsa-mir-581,KDM6B,miRNA-Genes
15685,hsa-mir-581,ZNF285,miRNA-Genes
15686,hsa-mir-581,PRICKLE4,miRNA-Genes
15687,hsa-mir-581,DCDC2,miRNA-Genes
15688,hsa-mir-581,SEMA3G,miRNA-Genes
15689,hsa-mir-581,C1orf116,miRNA-Genes
15690,hsa-mir-581,KLHL15,miRNA-Genes
15887,hsa-mir-592,ADK,miRNA-Genes
15888,hsa-mir-592,MYBL1,miRNA-Genes
15889,hsa-mir-592,SOX9,miRNA-Genes
15890,hsa-mir-592,NMNAT2,miRNA-Genes
15891,hsa-mir-592,KDM6B,miRNA-Genes
15892,hsa-mir-592,DCDC2,miRNA-Genes
15893,hsa-mir-592,APOL6,miRNA-Genes
15894,hsa-mir-592,TMEM120B,miRNA-Genes
16595,hsa-mir-621,OIP5,miRNA-Genes
16596,hsa-mir-621,CEP72,miRNA-Genes
16597,hsa-mir-621,KLHL15,miRNA-Genes
17068,hsa-mir-643,VCAN,miRNA-Genes
17069,hsa-mir-643,SNRPE,miRNA-Genes
17070,hsa-mir-643,VLDLR,miRNA-Genes
17071,hsa-mir-643,TMC7,miRNA-Genes
17072,hsa-mir-643,APOL6,miRNA-Genes
17073,hsa-mir-643,E2F7,miRNA-Genes
17609,hsa-mir-549a,GLUL,miRNA-Genes
17610,hsa-mir-549a,CAPN13,miRNA-Genes
18155,hsa-mir-765,ARL2,miRNA-Genes
18156,hsa-mir-765,CALML3,miRNA-Genes
18157,hsa-mir-765,COL1A1,miRNA-Genes
18158,hsa-mir-765,CPE,miRNA-Genes
18159,hsa-mir-765,DDX11,miRNA-Genes
18160,hsa-mir-765,DLX2,miRNA-Genes
18161,hsa-mir-765,EFNA3,miRNA-Genes
18162,hsa-mir-765,EPHB2,miRNA-Genes
18163,hsa-mir-765,GLI4,miRNA-Genes
18164,hsa-mir-765,GP5,miRNA-Genes
18165,hsa-mir-765,GRIN2D,miRNA-Genes
18166,hsa-mir-765,HMGA1,miRNA-Genes
18167,hsa-mir-765,HMX1,miRNA-Genes
18168,hsa-mir-765,KCND3,miRNA-Genes
18169,hsa-mir-765,KCNH2,miRNA-Genes
18170,hsa-mir-765,KIF5A,miRNA-Genes
18171,hsa-mir-765,NBL1,miRNA-Genes
18172,hsa-mir-765,PKM,miRNA-Genes
18173,hsa-mir-765,PRELP,miRNA-Genes
18174,hsa-mir-765,PTPN14,miRNA-Genes
18175,hsa-mir-765,NECTIN1,miRNA-Genes
18176,hsa-mir-765,CXCL5,miRNA-Genes
18177,hsa-mir-765,SIX3,miRNA-Genes
18178,hsa-mir-765,SOX11,miRNA-Genes
18179,hsa-mir-765,UPK2,miRNA-Genes
18180,hsa-mir-765,XRCC3,miRNA-Genes
18181,hsa-mir-765,FOSL1,miRNA-Genes
18182,hsa-mir-765,DPF1,miRNA-Genes
18183,hsa-mir-765,KLK4,miRNA-Genes
18184,hsa-mir-765,NDRG1,miRNA-Genes
18185,hsa-mir-765,LBX1,miRNA-Genes
18186,hsa-mir-765,CERS1,miRNA-Genes
18187,hsa-mir-765,PEG10,miRNA-Genes
18188,hsa-mir-765,HIC2,miRNA-Genes
18189,hsa-mir-765,SLITRK5,miRNA-Genes
18190,hsa-mir-765,PYCARD,miRNA-Genes
18191,hsa-mir-765,PACSIN1,miRNA-Genes
18192,hsa-mir-765,SOCS7,miRNA-Genes
18193,hsa-mir-765,C1RL,miRNA-Genes
18194,hsa-mir-765,KLF13,miRNA-Genes
18195,hsa-mir-765,CYP2W1,miRNA-Genes
18196,hsa-mir-765,CDCA8,miRNA-Genes
18197,hsa-mir-765,P3H2,miRNA-Genes
18198,hsa-mir-765,HES6,miRNA-Genes
18199,hsa-mir-765,EIF5A2,miRNA-Genes
18200,hsa-mir-765,TMEM63C,miRNA-Genes
18201,hsa-mir-765,CASKIN1,miRNA-Genes
18202,hsa-mir-765,EDA2R,miRNA-Genes
18203,hsa-mir-765,RHBDF2,miRNA-Genes
18204,hsa-mir-765,CRISPLD2,miRNA-Genes
18205,hsa-mir-765,RAB34,miRNA-Genes
18206,hsa-mir-765,REG4,miRNA-Genes
18207,hsa-mir-765,BRSK1,miRNA-Genes
18208,hsa-mir-765,UNC119B,miRNA-Genes
18209,hsa-mir-765,LMNB2,miRNA-Genes
18210,hsa-mir-765,LINGO1,miRNA-Genes
18211,hsa-mir-765,TIGD5,miRNA-Genes
