Source,Target,Regulation
hsa-mir-577,ZNF648,miRNA-Genes
hsa-mir-592,SOX9,miRNA-Genes
hsa-mir-592,AKAP12,miRNA-Genes
hsa-mir-592,DCDC2,miRNA-Genes
hsa-mir-592,KIAA1210,miRNA-Genes
hsa-mir-592,HS6ST3,miRNA-Genes
hsa-mir-549a,GLUL,miRNA-Genes
hsa-mir-549a,KIT,miRNA-Genes
hsa-mir-549a,GDF15,miRNA-Genes
hsa-mir-549a,CAPN13,miRNA-Genes
hsa-mir-935,ALDOA,miRNA-Genes
hsa-mir-935,CDK1,miRNA-Genes
hsa-mir-935,CKB,miRNA-Genes
hsa-mir-935,COL12A1,miRNA-Genes
hsa-mir-935,DKC1,miRNA-Genes
hsa-mir-935,ESRRG,miRNA-Genes
hsa-mir-935,PPL,miRNA-Genes
hsa-mir-935,PXMP2,miRNA-Genes
hsa-mir-935,NBEA,miRNA-Genes
hsa-mir-935,RBFOX1,miRNA-Genes
hsa-mir-935,FAR2,miRNA-Genes
hsa-mir-935,RNF150,miRNA-Genes
hsa-mir-935,CACNG8,miRNA-Genes
hsa-mir-935,LMNB2,miRNA-Genes
hsa-mir-1258,MRGPRF,miRNA-Genes
hsa-mir-1269a,EN2,miRNA-Genes
hsa-mir-1269a,KCNMB1,miRNA-Genes
hsa-mir-1269a,P2RY6,miRNA-Genes
hsa-mir-1269a,OR6A2,miRNA-Genes
hsa-mir-1269a,SOX6,miRNA-Genes
hsa-mir-1269a,CACNA2D3,miRNA-Genes
hsa-mir-1269a,LMNB2,miRNA-Genes
hsa-mir-1269a,LHFPL3,miRNA-Genes
hsa-mir-378c,IGDCC3,miRNA-Genes
hsa-mir-378c,LGSN,miRNA-Genes
hsa-mir-378c,RCC2,miRNA-Genes
hsa-mir-378c,CACNG8,miRNA-Genes
hsa-mir-378c,KDM8,miRNA-Genes
hsa-mir-378c,LMNB2,miRNA-Genes
hsa-mir-378c,ARGFX,miRNA-Genes
hsa-mir-3651,PTGS1,miRNA-Genes
hsa-mir-3651,RSPO1,miRNA-Genes
hsa-mir-3651,TMEM151B,miRNA-Genes
hsa-mir-3662,BIRC5,miRNA-Genes
hsa-mir-3662,CDC25B,miRNA-Genes
hsa-mir-3662,CHML,miRNA-Genes
hsa-mir-3662,EPHB4,miRNA-Genes
hsa-mir-3662,STMN1,miRNA-Genes
hsa-mir-3662,MYO1B,miRNA-Genes
hsa-mir-3662,MYBPC1,miRNA-Genes
hsa-mir-3662,RAC3,miRNA-Genes
hsa-mir-3662,RBL1,miRNA-Genes
hsa-mir-3662,RORA,miRNA-Genes
hsa-mir-3662,SGK1,miRNA-Genes
hsa-mir-3662,SOX4,miRNA-Genes
hsa-mir-3662,SOX11,miRNA-Genes
hsa-mir-3662,TLR3,miRNA-Genes
hsa-mir-3662,HMGA2,miRNA-Genes
hsa-mir-3662,ALX1,miRNA-Genes
hsa-mir-3662,SLC5A6,miRNA-Genes
hsa-mir-3662,SLC23A1,miRNA-Genes
hsa-mir-3662,ZWINT,miRNA-Genes
hsa-mir-3662,GOLGA8A,miRNA-Genes
hsa-mir-3662,DPY19L1,miRNA-Genes
hsa-mir-3662,SYNM,miRNA-Genes
hsa-mir-3662,SALL3,miRNA-Genes
hsa-mir-3662,PDCD4,miRNA-Genes
hsa-mir-3662,SULT1B1,miRNA-Genes
hsa-mir-3662,PSAT1,miRNA-Genes
hsa-mir-3662,CPA4,miRNA-Genes
hsa-mir-3662,CENPK,miRNA-Genes
hsa-mir-3662,SPAG16,miRNA-Genes
hsa-mir-3662,SEMA6D,miRNA-Genes
hsa-mir-3662,ZNF556,miRNA-Genes
hsa-mir-3662,NETO2,miRNA-Genes
hsa-mir-3662,SPNS1,miRNA-Genes
hsa-mir-3662,LMNB2,miRNA-Genes
hsa-mir-3662,ZIC5,miRNA-Genes
hsa-mir-3662,ASB16,miRNA-Genes
hsa-mir-3662,MYOCD,miRNA-Genes
hsa-mir-3662,NACC2,miRNA-Genes
hsa-mir-3662,ESCO2,miRNA-Genes
hsa-mir-3662,ADAMTS18,miRNA-Genes
hsa-mir-3662,TMEM196,miRNA-Genes
hsa-mir-3662,GPR137C,miRNA-Genes
hsa-mir-3662,TRIM72,miRNA-Genes
hsa-mir-3662,WEE2,miRNA-Genes
hsa-mir-3662,SHISA9,miRNA-Genes
hsa-mir-5683,CCNB1,miRNA-Genes
hsa-mir-5683,EPHX2,miRNA-Genes
hsa-mir-5683,KCNN3,miRNA-Genes
hsa-mir-5683,STC2,miRNA-Genes
hsa-mir-5683,SLC28A1,miRNA-Genes
hsa-mir-5683,TSPAN2,miRNA-Genes
hsa-mir-5683,POLQ,miRNA-Genes
hsa-mir-5683,MTHFD2,miRNA-Genes
hsa-mir-5683,SCARA3,miRNA-Genes
hsa-mir-5683,DSN1,miRNA-Genes
hsa-mir-5683,EPGN,miRNA-Genes
hsa-mir-5683,PLA2G4D,miRNA-Genes
hsa-mir-7705,FGF10,miRNA-Genes
hsa-mir-7705,ARHGEF26,miRNA-Genes
hsa-mir-548ba,FTH1,miRNA-Genes
hsa-mir-548ba,PCDH9,miRNA-Genes
hsa-mir-548ba,ARHGAP11A,miRNA-Genes
hsa-mir-548ba,PLA2G2F,miRNA-Genes
hsa-mir-548ba,MRO,miRNA-Genes
hsa-mir-548ba,PRUNE2,miRNA-Genes
hsa-mir-548ba,CAVIN1,miRNA-Genes
hsa-mir-137,PRKAR2B,miRNA-Genes
hsa-mir-137,PRKAR2B,miRNA-Genes
hsa-mir-429,ASB4,miRNA-Genes
hsa-mir-429,YBX2,miRNA-Genes
hsa-mir-429,YBX2,miRNA-Genes
hsa-mir-429,NOX1,miRNA-Genes
hsa-mir-3662,ANLN,miRNA-Genes
hsa-mir-429,GPRC5A,miRNA-Genes
hsa-mir-429,DPEP1,miRNA-Genes
hsa-mir-137,CNTN1,miRNA-Genes
hsa-mir-429,SYT13,miRNA-Genes
hsa-mir-137,GABRA1,miRNA-Genes
hsa-mir-429,IKZF2,miRNA-Genes
hsa-mir-935,VCAN,miRNA-Genes
hsa-mir-378c,SPDL1,miRNA-Genes
hsa-mir-378c,ZIC2,miRNA-Genes
hsa-mir-429,EPN3,miRNA-Genes
hsa-mir-935,POLQ,miRNA-Genes
hsa-mir-429,POLQ,miRNA-Genes
hsa-mir-378c,FOXC1,miRNA-Genes
hsa-mir-429,LAMC2,miRNA-Genes
hsa-mir-429,CAMK2B,miRNA-Genes
hsa-mir-577,ATP2B4,miRNA-Genes
hsa-mir-429,NDC1,miRNA-Genes
hsa-mir-429,GNA15,miRNA-Genes
hsa-mir-137,MPC1,miRNA-Genes
hsa-mir-429,SNCAIP,miRNA-Genes
hsa-mir-429,COL17A1,miRNA-Genes
hsa-mir-429,ME1,miRNA-Genes
hsa-mir-137,MTHFD2,miRNA-Genes
hsa-mir-3662,MTHFD2,miRNA-Genes
hsa-mir-133b,ASPM,miRNA-Genes
hsa-mir-429,ASPM,miRNA-Genes
hsa-mir-137,INPP5A,miRNA-Genes
hsa-mir-429,REEP1,miRNA-Genes
hsa-mir-429,ATP11A,miRNA-Genes
hsa-mir-137,MAST4,miRNA-Genes
hsa-mir-577,RORA,miRNA-Genes
hsa-mir-378c,TGFBR3,miRNA-Genes
hsa-mir-429,TGFBR3,miRNA-Genes
hsa-mir-378c,DAPP1,miRNA-Genes
hsa-mir-429,ST6GALNAC2,miRNA-Genes
hsa-mir-137,CAMK2A,miRNA-Genes
hsa-mir-137,TFRC,miRNA-Genes
hsa-mir-378c,TFRC,miRNA-Genes
hsa-mir-3662,MCM2,miRNA-Genes
hsa-mir-378c,SMC1B,miRNA-Genes
hsa-mir-429,LAMP3,miRNA-Genes
hsa-mir-429,FAP,miRNA-Genes
hsa-mir-429,FGF20,miRNA-Genes
hsa-mir-3651,NDC80,miRNA-Genes
hsa-mir-429,AFP,miRNA-Genes
hsa-mir-429,MPP4,miRNA-Genes
hsa-mir-137,WNT11,miRNA-Genes
hsa-mir-429,ORC1,miRNA-Genes
hsa-mir-429,CEACAM6,miRNA-Genes
hsa-mir-429,HSD17B2,miRNA-Genes
hsa-mir-429,MT3,miRNA-Genes
hsa-mir-429,PHACTR3,miRNA-Genes
hsa-mir-429,SULT2B1,miRNA-Genes
hsa-mir-429,SLC4A11,miRNA-Genes
hsa-mir-429,PITPNM3,miRNA-Genes
hsa-mir-137,MSH2,miRNA-Genes
hsa-mir-577,SORBS1,miRNA-Genes
hsa-mir-429,DSP,miRNA-Genes
hsa-mir-429,GADD45B,miRNA-Genes
hsa-mir-137,ACO2,miRNA-Genes
hsa-mir-429,POLE2,miRNA-Genes
hsa-mir-429,PCK2,miRNA-Genes
hsa-mir-429,PCK2,miRNA-Genes
hsa-mir-429,PABPC1L,miRNA-Genes
hsa-mir-429,MXRA5,miRNA-Genes
hsa-mir-429,CHRDL1,miRNA-Genes
hsa-mir-378c,PIM2,miRNA-Genes
hsa-mir-429,CENPI,miRNA-Genes
hsa-mir-429,CAB39L,miRNA-Genes
hsa-mir-429,OLFM4,miRNA-Genes
hsa-mir-429,MSLN,miRNA-Genes
hsa-mir-429,FOXF1,miRNA-Genes
hsa-mir-429,CEMIP,miRNA-Genes
hsa-mir-429,CA2,miRNA-Genes
hsa-mir-429,TRPS1,miRNA-Genes
hsa-mir-378c,DMPK,miRNA-Genes
hsa-mir-137,CCNE1,miRNA-Genes
hsa-mir-429,CEACAM5,miRNA-Genes
hsa-mir-429,SULT2A1,miRNA-Genes
hsa-mir-429,CNFN,miRNA-Genes
hsa-mir-378c,CDK6,miRNA-Genes
hsa-mir-429,CDK6,miRNA-Genes
hsa-mir-429,PON3,miRNA-Genes
hsa-mir-577,PTN,miRNA-Genes
hsa-mir-429,CAV1,miRNA-Genes
hsa-mir-429,HOXA5,miRNA-Genes
hsa-mir-429,CHN2,miRNA-Genes
hsa-mir-429,CHN2,miRNA-Genes
hsa-mir-429,MEST,miRNA-Genes
hsa-mir-429,MPDZ,miRNA-Genes
hsa-mir-378c,ATRNL1,miRNA-Genes
hsa-mir-429,CYP2C18,miRNA-Genes
hsa-mir-429,KRT23,miRNA-Genes
hsa-mir-429,KRT23,miRNA-Genes
hsa-mir-429,ALDH3A1,miRNA-Genes
hsa-mir-137,HLF,miRNA-Genes
hsa-mir-429,SLC16A6,miRNA-Genes
hsa-mir-429,ALDOC,miRNA-Genes
hsa-mir-592,MAPK10,miRNA-Genes
hsa-mir-3662,POU2AF1,miRNA-Genes
hsa-mir-429,FOXM1,miRNA-Genes
hsa-mir-3662,OAS3,miRNA-Genes
hsa-mir-429,OAS3,miRNA-Genes
hsa-mir-429,ENDOU,miRNA-Genes
hsa-mir-429,SLCO1B3,miRNA-Genes
hsa-mir-137,COL12A1,miRNA-Genes
hsa-mir-429,ADTRP,miRNA-Genes
hsa-mir-451a,SASH1,miRNA-Genes
hsa-mir-378c,FBXO5,miRNA-Genes
hsa-mir-378c,E2F3,miRNA-Genes
hsa-mir-577,BVES,miRNA-Genes
hsa-mir-378c,SOBP,miRNA-Genes
hsa-mir-378c,EPM2A,miRNA-Genes
hsa-mir-429,SMOC2,miRNA-Genes
hsa-mir-137,LOX,miRNA-Genes
hsa-mir-137,HAND1,miRNA-Genes
hsa-mir-935,LMNB1,miRNA-Genes
hsa-mir-378c,LMNB1,miRNA-Genes
hsa-mir-137,CNTN3,miRNA-Genes
hsa-mir-429,RBP2,miRNA-Genes
hsa-mir-429,KAT2B,miRNA-Genes
hsa-mir-429,BCHE,miRNA-Genes
hsa-mir-429,HHLA2,miRNA-Genes
hsa-mir-429,CCL20,miRNA-Genes
hsa-mir-429,PROC,miRNA-Genes
hsa-mir-137,PLCL1,miRNA-Genes
hsa-mir-577,ARID3A,miRNA-Genes
hsa-mir-429,ARID3A,miRNA-Genes
hsa-mir-429,RAP1A,miRNA-Genes
hsa-mir-429,TBCE,miRNA-Genes
hsa-mir-429,TBCE,miRNA-Genes
hsa-mir-429,TBCE,miRNA-Genes
hsa-mir-137,RIMS3,miRNA-Genes
hsa-mir-577,CDC20,miRNA-Genes
hsa-mir-137,DARS2,miRNA-Genes
hsa-mir-137,PROX1,miRNA-Genes
hsa-mir-3662,CENPF,miRNA-Genes
hsa-mir-429,CENPF,miRNA-Genes
hsa-mir-429,NRP2,miRNA-Genes
hsa-mir-137,SGK1,miRNA-Genes
hsa-mir-378c,SGK1,miRNA-Genes
hsa-mir-429,PMFBP1,miRNA-Genes
hsa-mir-3662,SLC16A7,miRNA-Genes
hsa-mir-429,ABCG2,miRNA-Genes
hsa-mir-577,ELL2,miRNA-Genes
hsa-mir-429,KLF9,miRNA-Genes
hsa-mir-592,HEATR1,miRNA-Genes
hsa-mir-429,ALDH6A1,miRNA-Genes
hsa-mir-137,DUSP1,miRNA-Genes
hsa-mir-429,MSX2,miRNA-Genes
hsa-mir-137,GRIA2,miRNA-Genes
hsa-mir-429,NUDCD1,miRNA-Genes
hsa-mir-137,MASTL,miRNA-Genes
hsa-mir-429,EGR1,miRNA-Genes
hsa-mir-133b,TNFRSF10B,miRNA-Genes
hsa-mir-429,ZSCAN18,miRNA-Genes
hsa-mir-429,KIF18A,miRNA-Genes
hsa-mir-429,PLAU,miRNA-Genes
hsa-mir-429,P4HA1,miRNA-Genes
hsa-mir-378c,ZWINT,miRNA-Genes
hsa-mir-137,NECAB1,miRNA-Genes
hsa-mir-429,HOXC13,miRNA-Genes
hsa-mir-429,PLP1,miRNA-Genes
hsa-mir-429,C4BPB,miRNA-Genes
hsa-mir-429,SLPI,miRNA-Genes
hsa-mir-592,CSE1L,miRNA-Genes
hsa-mir-429,PMEPA1,miRNA-Genes
hsa-mir-429,SEMG1,miRNA-Genes
hsa-mir-429,CDKN1A,miRNA-Genes
hsa-mir-935,SOX4,miRNA-Genes
hsa-mir-378c,AHNAK,miRNA-Genes
hsa-mir-429,AHNAK,miRNA-Genes
hsa-mir-429,SSUH2,miRNA-Genes
hsa-mir-137,SOX21,miRNA-Genes
hsa-mir-592,SOX21,miRNA-Genes
hsa-mir-935,SOX9,miRNA-Genes
hsa-mir-429,SOX9,miRNA-Genes
hsa-mir-429,PAX8,miRNA-Genes
hsa-mir-3662,TNFSF9,miRNA-Genes
hsa-mir-137,GRIA3,miRNA-Genes
hsa-mir-429,FOSB,miRNA-Genes
hsa-mir-429,TGM3,miRNA-Genes
hsa-mir-429,LRRN4,miRNA-Genes
hsa-mir-429,TMEM74B,miRNA-Genes
hsa-mir-429,IFI6,miRNA-Genes
hsa-mir-429,AIF1L,miRNA-Genes
hsa-mir-378c,HELB,miRNA-Genes
hsa-mir-429,KLF2,miRNA-Genes
hsa-mir-378c,GNAI1,miRNA-Genes
hsa-mir-429,KRT17,miRNA-Genes
hsa-mir-137,MYO1B,miRNA-Genes
hsa-mir-429,GAD1,miRNA-Genes
hsa-mir-429,HOXD10,miRNA-Genes
hsa-mir-429,HOXD11,miRNA-Genes
hsa-mir-429,HOXD13,miRNA-Genes
hsa-mir-1269a,SNRPN,miRNA-Genes
hsa-mir-429,CGNL1,miRNA-Genes
hsa-mir-592,CHAC1,miRNA-Genes
hsa-mir-429,PALLD,miRNA-Genes
hsa-mir-1269a,EPB41L4A,miRNA-Genes
hsa-mir-429,ACE2,miRNA-Genes
hsa-mir-429,GDF15,miRNA-Genes
hsa-mir-137,COL5A1,miRNA-Genes
hsa-mir-429,COL5A1,miRNA-Genes
hsa-mir-137,SH3BGRL,miRNA-Genes
hsa-mir-429,SH3BGRL,miRNA-Genes
hsa-mir-429,KREMEN2,miRNA-Genes
hsa-mir-137,MAP1B,miRNA-Genes
hsa-mir-429,FMO5,miRNA-Genes
hsa-mir-429,MATN3,miRNA-Genes
hsa-mir-429,LGR6,miRNA-Genes
hsa-mir-137,PDZD2,miRNA-Genes
hsa-mir-3662,ATP13A3,miRNA-Genes
hsa-mir-378c,ATP13A3,miRNA-Genes
hsa-mir-429,RNF122,miRNA-Genes
hsa-mir-577,RNF122,miRNA-Genes
hsa-mir-137,TTC9,miRNA-Genes
hsa-mir-429,GRHL1,miRNA-Genes
hsa-mir-137,EMP1,miRNA-Genes
hsa-mir-429,EMP1,miRNA-Genes
hsa-mir-3662,SOX5,miRNA-Genes
hsa-mir-429,SPX,miRNA-Genes
hsa-mir-429,SPOCD1,miRNA-Genes
hsa-mir-429,DSG3,miRNA-Genes
hsa-mir-429,DZIP1,miRNA-Genes
hsa-mir-429,ANXA1,miRNA-Genes
hsa-mir-429,PSAT1,miRNA-Genes
hsa-mir-429,MRAP2,miRNA-Genes
hsa-mir-137,BCO1,miRNA-Genes
hsa-mir-429,BCO1,miRNA-Genes
hsa-mir-429,EDAR,miRNA-Genes
hsa-mir-429,CKAP2,miRNA-Genes
hsa-mir-577,CKAP2,miRNA-Genes
hsa-mir-429,IGF2BP3,miRNA-Genes
hsa-mir-429,IL6,miRNA-Genes
hsa-mir-137,SCN2A,miRNA-Genes
hsa-mir-429,KLF4,miRNA-Genes
hsa-mir-429,GCM1,miRNA-Genes
hsa-mir-429,FGFBP1,miRNA-Genes
hsa-mir-3662,RAB30,miRNA-Genes
hsa-mir-429,MMP7,miRNA-Genes
hsa-mir-137,FXYD6,miRNA-Genes
hsa-mir-137,KIF23,miRNA-Genes
hsa-mir-137,TTLL7,miRNA-Genes
hsa-mir-429,CENPO,miRNA-Genes
hsa-mir-429,KIF11,miRNA-Genes
hsa-mir-429,DUSP5,miRNA-Genes
hsa-mir-429,KIF20B,miRNA-Genes
hsa-mir-429,GPR87,miRNA-Genes
hsa-mir-137,ZNF365,miRNA-Genes
hsa-mir-137,ZNF365,miRNA-Genes
hsa-mir-429,MYPN,miRNA-Genes
hsa-mir-429,SHF,miRNA-Genes
hsa-mir-137,FAM13A,miRNA-Genes
hsa-mir-137,PCDH10,miRNA-Genes
hsa-mir-429,CENPE,miRNA-Genes
hsa-mir-429,LEF1,miRNA-Genes
hsa-mir-429,INHBE,miRNA-Genes
hsa-mir-429,GAS2L3,miRNA-Genes
hsa-mir-577,DIAPH3,miRNA-Genes
hsa-mir-378c,ZIC5,miRNA-Genes
hsa-mir-137,NOVA1,miRNA-Genes
hsa-mir-137,SYT16,miRNA-Genes
hsa-mir-429,RAB15,miRNA-Genes
hsa-mir-429,JDP2,miRNA-Genes
hsa-mir-1269a,FANCI,miRNA-Genes
hsa-mir-429,TGFB1I1,miRNA-Genes
hsa-mir-429,CHST4,miRNA-Genes
hsa-mir-429,ASXL3,miRNA-Genes
hsa-mir-592,ASXL3,miRNA-Genes
hsa-mir-429,OSBPL1A,miRNA-Genes
hsa-mir-429,ZNF697,miRNA-Genes
hsa-mir-429,GPA33,miRNA-Genes
hsa-mir-137,RGS5,miRNA-Genes
hsa-mir-137,RGS5,miRNA-Genes
hsa-mir-429,ECM1,miRNA-Genes
hsa-mir-429,ANP32E,miRNA-Genes
hsa-mir-592,RHOB,miRNA-Genes
hsa-mir-429,MALL,miRNA-Genes
hsa-mir-429,LYG1,miRNA-Genes
hsa-mir-137,SCN1A,miRNA-Genes
hsa-mir-378c,LPP,miRNA-Genes
hsa-mir-429,LPP,miRNA-Genes
hsa-mir-577,SSBP2,miRNA-Genes
hsa-mir-378c,GFOD1,miRNA-Genes
hsa-mir-137,RNF217,miRNA-Genes
hsa-mir-429,IGFBP3,miRNA-Genes
hsa-mir-429,ZNF185,miRNA-Genes
hsa-mir-429,TRIM55,miRNA-Genes
hsa-mir-137,PMP2,miRNA-Genes
hsa-mir-137,VLDLR,miRNA-Genes
hsa-mir-429,VLDLR,miRNA-Genes
hsa-mir-429,CDKN2B,miRNA-Genes
hsa-mir-429,GSN,miRNA-Genes
hsa-mir-592,NR6A1,miRNA-Genes
hsa-mir-429,ANKRD1,miRNA-Genes
hsa-mir-429,PLEKHS1,miRNA-Genes
hsa-mir-935,MKI67,miRNA-Genes
hsa-mir-429,TAGLN,miRNA-Genes
hsa-mir-429,DIXDC1,miRNA-Genes
hsa-mir-429,ITPR1,miRNA-Genes
hsa-mir-137,GPR158,miRNA-Genes
hsa-mir-429,PTPRO,miRNA-Genes
hsa-mir-429,AKR1C2,miRNA-Genes
hsa-mir-935,POU4F1,miRNA-Genes
hsa-mir-429,PID1,miRNA-Genes
hsa-mir-137,ABI3BP,miRNA-Genes
hsa-mir-137,SORBS2,miRNA-Genes
hsa-mir-429,ADAMTS1,miRNA-Genes
hsa-mir-429,EPHB1,miRNA-Genes
hsa-mir-429,KLF10,miRNA-Genes
hsa-mir-429,PIK3AP1,miRNA-Genes
hsa-mir-137,SLC24A2,miRNA-Genes
hsa-mir-378c,ATAD2,miRNA-Genes
hsa-mir-137,SLC6A1,miRNA-Genes
hsa-mir-429,TIMP4,miRNA-Genes
hsa-mir-429,FAM81A,miRNA-Genes
hsa-mir-378c,TSC22D3,miRNA-Genes
hsa-mir-429,TSC22D3,miRNA-Genes
hsa-mir-429,RHPN1,miRNA-Genes
hsa-mir-378c,GPRASP2,miRNA-Genes
hsa-mir-429,TMSB15B,miRNA-Genes
hsa-mir-429,TMSB15B,miRNA-Genes
hsa-mir-429,RUNX1,miRNA-Genes
hsa-mir-429,CLDN14,miRNA-Genes
hsa-mir-137,BTG2,miRNA-Genes
hsa-mir-3662,BTG2,miRNA-Genes
hsa-mir-935,BTG2,miRNA-Genes
hsa-mir-592,FAM131B,miRNA-Genes
hsa-mir-429,TFF1,miRNA-Genes
hsa-mir-429,PDE9A,miRNA-Genes
hsa-mir-577,CSTB,miRNA-Genes
hsa-mir-378c,CSTB,miRNA-Genes
hsa-mir-429,LY6E,miRNA-Genes
hsa-mir-429,LY6E,miRNA-Genes
hsa-mir-429,TONSL,miRNA-Genes
hsa-mir-429,TONSL,miRNA-Genes
hsa-mir-429,NAGS,miRNA-Genes
hsa-mir-378c,WDR90,miRNA-Genes
hsa-mir-137,GBP4,miRNA-Genes
hsa-mir-137,CADM3,miRNA-Genes
hsa-mir-429,S100A9,miRNA-Genes
hsa-mir-378c,RPL22L1,miRNA-Genes
hsa-mir-429,PTPN13,miRNA-Genes
hsa-mir-137,PPM1K,miRNA-Genes
hsa-mir-137,ABHD6,miRNA-Genes
hsa-mir-429,PCOLCE2,miRNA-Genes
hsa-mir-429,CXCL3,miRNA-Genes
hsa-mir-429,CXCL1,miRNA-Genes
hsa-mir-3662,FYCO1,miRNA-Genes
hsa-mir-592,CDC25A,miRNA-Genes
hsa-mir-429,CDC25A,miRNA-Genes
hsa-mir-451a,ADAD1,miRNA-Genes
hsa-mir-429,HPGD,miRNA-Genes
hsa-mir-429,ESM1,miRNA-Genes
hsa-mir-429,CITED2,miRNA-Genes
hsa-mir-429,TMEM200A,miRNA-Genes
hsa-mir-429,STEAP1,miRNA-Genes
hsa-mir-429,SUN3,miRNA-Genes
hsa-mir-429,CTHRC1,miRNA-Genes
hsa-mir-429,GEM,miRNA-Genes
hsa-mir-429,MAMDC2,miRNA-Genes
hsa-mir-429,MAMDC2,miRNA-Genes
hsa-mir-429,PCDH19,miRNA-Genes
hsa-mir-429,ZNF367,miRNA-Genes
hsa-mir-378c,ZNF367,miRNA-Genes
hsa-mir-137,SLITRK5,miRNA-Genes
hsa-mir-429,CLDN2,miRNA-Genes
hsa-mir-137,CFL2,miRNA-Genes
hsa-mir-429,CFL2,miRNA-Genes
hsa-mir-429,SLC16A9,miRNA-Genes
hsa-mir-137,AMER2,miRNA-Genes
hsa-mir-577,DDX21,miRNA-Genes
hsa-mir-378c,E2F7,miRNA-Genes
hsa-mir-429,AMOTL1,miRNA-Genes
hsa-mir-429,CKB,miRNA-Genes
hsa-mir-378c,CLMP,miRNA-Genes
hsa-mir-429,WDR72,miRNA-Genes
hsa-mir-577,CENPN,miRNA-Genes
hsa-mir-137,PRKCB,miRNA-Genes
